Rok,Województwo,Średnia
2017,Wielkopolskie,2.8785419411666666
2017,Zachodniopomorskie,2.2311156648333337
2017,Łódzkie,2.4621203348333336
2017,Śląskie,5.545545197666667
2017,Świętokrzyskie,3.629134790666667
2018,Dolnośląskie,1.5652943505833334
2018,Kujawsko-Pomorskie,1.4190760209166664
2018,Lubelskie,1.2350711661666667
2018,Lubuskie,1.5517612181666667
2018,Mazowieckie,1.4550580783333331
2018,Małopolskie,2.709842682166667
2018,Opolskie,2.340578544
2018,Podkarpackie,1.373253601
2018,Podlaskie,1.2015996727500002
2018,Pomorskie,2.7033971999444444
2018,Warmińsko-Mazurskie,0.6933610853333333
2018,Wielkopolskie,2.2494790055
2018,Zachodniopomorskie,2.6124773550000002
2018,Łódzkie,2.095301636
2018,Śląskie,3.476608675833333
2019,Dolnośląskie,1.1342515635833332
2019,Kujawsko-Pomorskie,0.8439412112500002
2019,Lubelskie,0.7806940638333334
2019,Lubuskie,1.6385517398333331
2019,Mazowieckie,1.1898540238333333
2019,Małopolskie,2.1702103563333335
2019,Opolskie,2.085054029166667
2019,Podkarpackie,1.3210826406666665
2019,Podlaskie,0.7745145165
2019,Pomorskie,1.3833798760833336
2019,Warmińsko-Mazurskie,0.5403263604166666
2019,Wielkopolskie,2.3751741935
2019,Zachodniopomorskie,0.9922290503333332
2019,Łódzkie,1.6937871741666666
2019,Śląskie,2.9834617863333333
2019,Świętokrzyskie,2.963718323666667
2020,Dolnośląskie,1.2176570963333333
2020,Kujawsko-Pomorskie,0.8593437252500001
2020,Lubelskie,1.093135246
2020,Lubuskie,1.5208380955000003
2020,Mazowieckie,0.9518520883333333
2020,Małopolskie,2.1050054030000003
2020,Opolskie,1.8604089253333334
2020,Podkarpackie,1.0743153278333333
2020,Podlaskie,1.1249309326666665
2020,Pomorskie,0.804326389
2020,Warmińsko-Mazurskie,0.4622338845833333
2020,Wielkopolskie,1.2307249999999998
2020,Zachodniopomorskie,0.7429644808333333
2020,Łódzkie,1.5486520426666666
2020,Śląskie,2.7162040070000004
2020,Świętokrzyskie,3.2423043476666664
2021,Dolnośląskie,1.2772281865
2021,Kujawsko-Pomorskie,1.606268602
2021,Lubelskie,1.3058369863333332
2021,Lubuskie,1.057360335
2021,Mazowieckie,1.1260208928333333
2021,Małopolskie,2.1223050228333338
2021,Podkarpackie,1.676964961833333
2021,Podlaskie,0.7705105366666666
2021,Pomorskie,1.1435254848
2021,Warmińsko-Mazurskie,0.51783010325
2021,Wielkopolskie,1.5049294868333334
2021,Zachodniopomorskie,0.8361767400000001
2021,Łódzkie,1.7137284701666669
2021,Śląskie,3.013267233166667
2021,Świętokrzyskie,3.2781101613333328
2022,Dolnośląskie,0.7034386100833333
2022,Kujawsko-Pomorskie,1.3077811870833331
2022,Lubelskie,1.0570067048333334
2022,Lubuskie,0.6620183105
2022,Mazowieckie,0.8085362318333332
2022,Małopolskie,1.3559668508333333
2022,Podkarpackie,1.045169934666667
2022,Podlaskie,0.7423198846666667
2022,Pomorskie,0.6466338028333334
2022,Warmińsko-Mazurskie,0.42398814975
2022,Wielkopolskie,0.8713559108333334
2022,Zachodniopomorskie,0.9649334251666666
2022,Łódzkie,1.4750934121666666
2022,Śląskie,1.9621857141666668
2022,Świętokrzyskie,1.6344031633333334
