Rok,Województwo,Średnia
2016,Wielkopolskie,24.49592459542857
2016,Zachodniopomorskie,32.5418508522
2016,Łódzkie,31.843084466
2016,Śląskie,43.841757162562494
2016,Świętokrzyskie,19.9766137206
2017,Dolnośląskie,27.702783127062503
2017,Kujawsko-Pomorskie,32.272886989000014
2017,Lubelskie,18.4097216916
2017,Lubuskie,20.865707912666664
2017,Mazowieckie,34.841845761785706
2017,Małopolskie,56.78324276553845
2017,Opolskie,22.154288106
2017,Podkarpackie,18.53834002916667
2017,Podlaskie,12.7804205852
2017,Pomorskie,21.2273911502
2017,Warmińsko-Mazurskie,14.991607054500001
2017,Wielkopolskie,21.68530973014285
2017,Zachodniopomorskie,27.137001285999997
2017,Łódzkie,30.0156658987
2017,Śląskie,45.1617044878125
2017,Świętokrzyskie,19.365276840166665
2018,Dolnośląskie,26.693713820125
2018,Kujawsko-Pomorskie,30.548107977999997
2018,Lubelskie,19.315696589999998
2018,Lubuskie,20.6001734415
2018,Mazowieckie,31.75100745215385
2018,Małopolskie,53.856497037461544
2018,Opolskie,22.097107423
2018,Podkarpackie,17.702954974666667
2018,Podlaskie,15.380308459
2018,Pomorskie,24.095078585642856
2018,Warmińsko-Mazurskie,15.436523798000001
2018,Wielkopolskie,22.634890576142862
2018,Zachodniopomorskie,29.820684842600002
2018,Łódzkie,29.98707434366667
2018,Śląskie,45.579215727000005
2018,Świętokrzyskie,24.183002918166665
2019,Dolnośląskie,25.4292171085625
2019,Kujawsko-Pomorskie,25.417462672153842
2019,Lubelskie,16.894602515166667
2019,Lubuskie,17.852934855428572
2019,Mazowieckie,28.77724796092858
2019,Małopolskie,51.366860267769226
2019,Opolskie,19.07413839625
2019,Podkarpackie,25.44531613728571
2019,Podlaskie,13.599974625666666
2019,Pomorskie,19.32426703792857
2019,Warmińsko-Mazurskie,11.835413079571428
2019,Wielkopolskie,22.245854355555558
2019,Zachodniopomorskie,21.606366759142855
2019,Łódzkie,26.856730137333336
2019,Śląskie,44.225686697375
2019,Świętokrzyskie,19.997028459750002
2020,Dolnośląskie,27.3835917656
2020,Kujawsko-Pomorskie,23.980800970166666
2020,Lubelskie,14.522423870833334
2020,Lubuskie,16.95143233857143
2020,Mazowieckie,26.59839840238461
2020,Małopolskie,43.14388930715385
2020,Opolskie,19.4689517235
2020,Podkarpackie,21.08897379142857
2020,Podlaskie,13.193480953000002
2020,Pomorskie,18.007782727400002
2020,Warmińsko-Mazurskie,12.678657703714284
2020,Wielkopolskie,19.139137562777776
2020,Zachodniopomorskie,18.691437468285717
2020,Łódzkie,25.727493731
2020,Śląskie,37.13459717131251
2020,Świętokrzyskie,17.333781770666665
2021,Dolnośląskie,27.699113381090914
2021,Kujawsko-Pomorskie,28.181166331928573
2021,Lubelskie,15.991245134000001
2021,Lubuskie,17.87938305942857
2021,Mazowieckie,26.990421121230764
2021,Małopolskie,44.39154666923077
2021,Opolskie,21.950718527666666
2021,Podkarpackie,21.113016581999997
2021,Podlaskie,12.929876456399999
2021,Pomorskie,19.802122690333334
2021,Warmińsko-Mazurskie,13.683803381428572
2021,Wielkopolskie,20.591447484777778
2021,Zachodniopomorskie,21.658040369000002
2021,Łódzkie,27.3609136617
2021,Śląskie,39.579208429062504
2021,Świętokrzyskie,32.135902932250005
2022,Dolnośląskie,26.044205826090902
2022,Kujawsko-Pomorskie,25.16105035938461
2022,Lubelskie,17.24812955125
2022,Lubuskie,15.878832620428572
2022,Mazowieckie,26.882435447272723
2022,Małopolskie,34.52791178774999
2022,Opolskie,22.517042225666668
2022,Podkarpackie,20.47306274328571
2022,Podlaskie,12.3800526088
2022,Pomorskie,20.4825800806
2022,Warmińsko-Mazurskie,13.553911897
2022,Wielkopolskie,18.582798432125003
2022,Zachodniopomorskie,16.177333118333337
2022,Łódzkie,24.6437072893
2022,Śląskie,35.010130864588234
2022,Świętokrzyskie,31.442771496
